player,tm,ws
Popeye Jones,WAS,5.5
Pops Mensah-Bonsu,DAL,0.0
Pops Mensah-Bonsu,HOU,0.0
Pops Mensah-Bonsu,SAS,0.2
Pops Mensah-Bonsu,TOR,0.2
Precious Achiuwa,MIA,1.3
Precious Achiuwa,TOR,4.7
Predrag Drobnjak,ATL,1.0
Predrag Drobnjak,LAC,0.7
Predrag Savović,DEN,-0.2
Priest Lauderdale,ATL,-0.2
Priest Lauderdale,DEN,-0.6
Primož Brezec,CHA,9.9
Primož Brezec,DET,0.3
Primož Brezec,IND,0.5
Primož Brezec,MIL,0.1
Primož Brezec,PHI,-0.1
Primož Brezec,TOR,0.2
Purvis Short,GSW,42.00000000000001
Purvis Short,HOU,5.800000000000001
Pétur Guðmundsson,LAL,0.3
Pétur Guðmundsson,POR,0.6
Pétur Guðmundsson,SAS,1.2999999999999998
Quentin Grimes,NYK,6.199999999999999
Quentin Richardson,LAC,12.0
Quentin Richardson,MIA,5.8
Quentin Richardson,NYK,6.5
Quentin Richardson,ORL,2.6
Quenton Jackson,WAS,0.2
Quincy Acy,DAL,-0.1
Quincy Acy,NYK,1.7
Quincy Acy,SAC,3.8
Quincy Acy,TOR,1.3
Quincy Douby,SAC,-0.1
Quincy Douby,TOR,0.2
Quincy Lewis,MIN,0.0
Quincy Lewis,UTA,0.7
Quincy Miller,DEN,0.0
Quincy Miller,DET,-0.1
Quincy Miller,SAC,0.0
Quincy Pondexter,CHI,-0.2
Quincy Pondexter,MEM,5.9
Quincy Pondexter,NOP,2.3
Quincy Pondexter,SAS,0.8
Quinn Buckner,BOS,3.4000000000000004
Quinn Buckner,IND,0.2
Quinn Buckner,MIL,21.099999999999998
Quinn Cook,CLE,0.1
Quinn Cook,DAL,-0.1
Quinn Cook,GSW,3.4000000000000004
Quinn Cook,LAL,0.4
Quinn Cook,NOP,0.3
Quinndary Weatherspoon,GSW,0.2
Quinndary Weatherspoon,SAS,0.0
Quintin Dailey,CHI,9.4
Quintin Dailey,LAC,3.0
Quinton Ross,DAL,0.3
Quinton Ross,LAC,7.2
Quinton Ross,MEM,0.6
Quinton Ross,WAS,-0.4
Qyntel Woods,MIA,0.0
Qyntel Woods,NYK,1.3
Qyntel Woods,POR,0.0
R.J. Hampton,DEN,0.1
R.J. Hampton,DET,0.1
R.J. Hampton,ORL,0.6
R.J. Hunter,BOS,0.4
R.J. Hunter,CHI,0.0
R.J. Hunter,HOU,0.0
RJ Barrett,NYK,8.1
RJ Nembhard Jr.,CLE,0.0
Radisav Ćurčić,DAL,0.3
Raef LaFrentz,BOS,12.700000000000001
Raef LaFrentz,DAL,7.699999999999999
Raef LaFrentz,DEN,18.400000000000002
Raef LaFrentz,POR,0.7
Rafael Addison,DET,1.5
Rafael Araújo,TOR,-0.5
Rafael Araújo,UTA,0.1
Rafer Alston,HOU,17.9
Rafer Alston,MIA,6.300000000000001
Rafer Alston,MIL,0.30000000000000004
Rafer Alston,ORL,2.4
Rafer Alston,TOR,6.7
Raja Bell,CHA,3.1999999999999997
Raja Bell,DAL,1.7
Raja Bell,GSW,0.1
Raja Bell,PHI,1.0
Raja Bell,UTA,8.7
Rajon Rondo,ATL,0.2
Rajon Rondo,BOS,45.800000000000004
Rajon Rondo,CHI,2.3
Rajon Rondo,CLE,1.0
Rajon Rondo,DAL,0.6
Rajon Rondo,LAC,1.1
Rajon Rondo,LAL,2.4
Rajon Rondo,NOP,3.6
Rajon Rondo,SAC,4.6
Rakeem Christmas,IND,0.5
Ralph Drollinger,DAL,-0.2
Ralph Jackson,IND,0.0
Ralph Lewis,DET,-0.1
Ralph Polson,NYK,0.1
Ralph Sampson,GSW,1.0
Ralph Sampson,HOU,20.1
Ralph Sampson,SAC,-0.8999999999999999
Ralph Simpson,DEN,-0.4
Ralph Simpson,DET,1.4
Ralph Simpson,PHI,0.2
Ramon Sessions,CHA,4.9
Ramon Sessions,CLE,6.2
Ramon Sessions,LAL,1.9
Ramon Sessions,MIL,8.6
Ramon Sessions,MIN,1.1
Ramon Sessions,NYK,-0.2
Ramon Sessions,SAC,-0.3
Ramon Sessions,WAS,5.699999999999999
Ramón Rivas,BOS,0.0
Randell Jackson,DAL,0.0
Randell Jackson,WAS,-0.1
Randolph Childress,DET,-0.1
Randolph Childress,POR,-0.1
Randolph Keys,CLE,0.8999999999999999
Randolph Keys,LAL,0.0
Randolph Keys,MIL,1.2
Randolph Morris,ATL,0.3
Randolph Morris,NYK,-0.30000000000000004
Randy Allen,SAC,0.2
Randy Breuer,ATL,0.1
Randy Breuer,MIL,16.8
Randy Breuer,MIN,4.1
Randy Breuer,SAC,0.0
Randy Brown,BOS,0.9
Randy Brown,CHI,5.9
Randy Brown,SAC,4.2
Randy Denton,ATL,0.4
Randy Foye,DEN,5.6
Randy Foye,LAC,4.9
Randy Foye,MIN,6.5
Randy Foye,OKC,0.4
Randy Foye,UTA,3.7
Randy Foye,WAS,2.2
Randy Holcomb,CHI,0.0
Randy Livingston,ATL,0.0
Randy Livingston,CHI,0.0
Randy Livingston,GSW,0.0
Randy Livingston,HOU,0.3
Randy Livingston,LAC,-0.1
Randy Livingston,UTA,0.4
Randy Smith,ATL,0.1
Randy Smith,CLE,7.5
Randy Smith,NYK,2.4
Randy White,DAL,1.8999999999999997
Randy Wittman,ATL,16.400000000000002
Randy Wittman,IND,0.6
Randy Wittman,SAC,0.2
Randy Woods,DEN,0.1
Randy Woods,LAC,0.6
Rashad McCants,MIN,2.7
Rashad McCants,SAC,0.9
Rashad Vaughn,MIL,-0.5
Rashad Vaughn,ORL,-0.1
Rashard Lewis,MIA,2.9
Rashard Lewis,ORL,27.3
Rashard Lewis,WAS,1.8
Rasheed Wallace,ATL,-0.1
Rasheed Wallace,BOS,3.6
Rasheed Wallace,DET,37.3
Rasheed Wallace,NYK,0.6
Rasheed Wallace,POR,61.400000000000006
Rasho Nesterović,IND,2.2
Rasho Nesterović,MIN,13.8
Rasho Nesterović,SAS,15.100000000000001
Rasho Nesterović,TOR,8.8
Rastko Cvetković,DEN,-0.1
Rasual Butler,CHI,0.1
Rasual Butler,IND,1.1
Rasual Butler,LAC,2.5
Rasual Butler,MIA,3.4
Rasual Butler,SAS,1.3
Rasual Butler,TOR,-0.2
Rasual Butler,WAS,2.6
Ratko Varda,DET,0.0
Raul Neto,CLE,1.5
Raul Neto,PHI,1.2
Raul Neto,UTA,4.5
Raul Neto,WAS,4.3
Rawle Alkins,CHI,-0.1
Rawle Marshall,DAL,0.2
Rawle Marshall,IND,0.0
Ray Allen,BOS,43.400000000000006
Ray Allen,MIA,9.5
Ray Allen,MIL,54.1
Ray Blume,CHI,-0.1
Ray Ellefson,NYK,0.0
Ray Epps,GSW,0.1
Ray Felix,LAL,4.1
Ray Felix,NYK,25.8
Ray Lumpp,NYK,7.1000000000000005
Ray McCallum,MEM,-0.2
Ray McCallum,SAC,1.7999999999999998
Ray McCallum,SAS,0.5
Ray Owes,GSW,0.4
Ray Scott,DET,16.799999999999997
Ray Spalding,DAL,0.0
Ray Spalding,HOU,-0.1
Ray Tolbert,ATL,0.0
Ray Tolbert,DET,1.0
Ray Tolbert,LAL,0.2
Ray Tolbert,NYK,0.1
Ray Williams,ATL,0.5
Ray Williams,BOS,0.4
Ray Williams,NYK,26.5
Ray Williams,SAS,0.6
Rayjon Tucker,DEN,0.1
Rayjon Tucker,MIL,0.2
Rayjon Tucker,PHI,0.2
Rayjon Tucker,UTA,0.2
Raymond Brown,UTA,-0.2
Raymond Felton,CHA,19.1
Raymond Felton,DAL,2.9000000000000004
Raymond Felton,DEN,1.3
Raymond Felton,LAC,1.9
Raymond Felton,NYK,10.4
Raymond Felton,OKC,2.9000000000000004
Raymond Felton,POR,1.7
Raymond Townsend,GSW,1.2000000000000002
Raymond Townsend,IND,-0.2
Raül López,UTA,2.0999999999999996
Red Kerr,PHI,5.800000000000001
Red Morrison,BOS,2.2
Reece Gaines,HOU,0.0
Reece Gaines,MIL,-0.2
Reece Gaines,ORL,-0.5
Reggie Bullock,DAL,6.0
Reggie Bullock,DET,8.799999999999999
Reggie Bullock,LAC,0.6000000000000001
Reggie Bullock,LAL,0.7
Reggie Bullock,NYK,5.1
Reggie Carter,NYK,0.4
Reggie Evans,DEN,2.9
Reggie Evans,LAC,1.3
Reggie Evans,PHI,4.6
Reggie Evans,SAC,2.3
Reggie Evans,TOR,1.5
Reggie Geary,CLE,0.3
Reggie Geary,SAS,0.3
Reggie Hanson,BOS,0.0
Reggie Harding,CHI,0.0
Reggie Harding,DET,5.7
Reggie Hearn,DET,0.0
Reggie Jackson,DEN,0.1
Reggie Jackson,DET,18.200000000000003
Reggie Jackson,LAC,5.5
Reggie Jackson,OKC,10.4
Reggie Johnson,CLE,1.1
Reggie Johnson,PHI,0.6
Reggie Johnson,SAS,4.0
Reggie Jordan,ATL,0.6
Reggie Jordan,LAL,0.8
Reggie Jordan,MIN,1.6
Reggie Jordan,POR,0.2
Reggie Jordan,WAS,-0.2
Reggie Lewis,BOS,38.9
Reggie Miller,IND,174.5
Reggie Perry,IND,0.0
Reggie Perry,POR,0.2
Reggie Slater,ATL,0.1
Reggie Slater,DAL,-0.1
Reggie Slater,DEN,0.4
Reggie Slater,MIN,2.3
Reggie Slater,POR,0.0
Reggie Slater,TOR,2.5
Reggie Smith,POR,0.4
Reggie Theus,ATL,5.9
Reggie Theus,CHI,31.599999999999998
Reggie Theus,ORL,2.5
Reggie Theus,SAC,16.3
Reggie Williams,CHA,0.6
Reggie Williams,CLE,-0.2
Reggie Williams,DEN,25.599999999999998
Reggie Williams,GSW,5.4
Reggie Williams,IND,-0.1
Reggie Williams,LAC,-0.6000000000000001
Reggie Williams,NOP,0.2
Reggie Williams,OKC,0.0
Reggie Williams,SAS,1.3
Renaldo Balkman,DEN,2.8000000000000003
Renaldo Balkman,NYK,4.4
Renaldo Major,GSW,-0.1
Rex Chapman,MIA,4.2
Rex Morgan,BOS,0.5
Rex Walters,MIA,1.1
Rex Walters,PHI,2.5
Rich Johnson,BOS,1.4000000000000001
Rich Kelley,DEN,0.6
Rich Kelley,SAC,0.7
Rich Kelley,UTA,5.8999999999999995
Rich Laurel,MIL,0.0
Rich Manning,LAC,0.0
Rich Niemann,BOS,0.0
Rich Niemann,DET,0.1
Rich Niemann,MIL,0.1
Rich Yonakor,SAS,0.3
Richard Anderson,DEN,1.3
Richard Anderson,HOU,0.8
Richard Anderson,POR,4.1
Richard Coffey,MIN,0.2
Richard Dumas,PHI,0.3
Richard Hamilton,CHI,1.7000000000000002
Richard Hamilton,DET,53.9
Richard Hamilton,WAS,7.1000000000000005
Richard Jefferson,CLE,4.800000000000001
Richard Jefferson,DAL,2.3
Richard Jefferson,DEN,0.1
Richard Jefferson,GSW,1.7
Richard Jefferson,MIL,6.6
Richard Jefferson,SAS,14.3
Richard Jefferson,UTA,2.7
Richard Morton,IND,0.0
Richard Petruška,HOU,0.0
Richard Rellford,SAS,0.0
Richard Washington,CLE,1.5
Richard Washington,DAL,0.1
Richard Washington,MIL,2.0
Richaun Holmes,PHI,8.1
Richaun Holmes,SAC,15.0
Richie Frahm,HOU,0.2
Richie Frahm,LAC,-0.2
Richie Frahm,MIN,0.3
Richie Frahm,POR,1.0
Richie Guerin,ATL,1.0999999999999999
Richie Guerin,NYK,46.0
Rick Adelman,CHI,1.2
Rick Adelman,POR,5.1
Rick Barry,GSW,61.0
Rick Barry,HOU,7.6
Rick Brunson,BOS,-0.1
Rick Brunson,CHI,0.8999999999999999
Rick Brunson,HOU,-0.1
Rick Brunson,LAC,1.9
Rick Brunson,NYK,-0.30000000000000004
Rick Brunson,POR,1.2999999999999998
Rick Brunson,TOR,0.0
Rick Calloway,SAC,-0.3
Rick Carlisle,BOS,0.5000000000000001
Rick Carlisle,NYK,0.2
Rick Fox,BOS,20.700000000000003
Rick Fox,LAL,24.1
Rick Hughes,DAL,0.1
Rick Mahorn,DET,15.5
Rick Mahorn,PHI,9.7
Rick Roberson,CLE,7.1
Rick Roberson,LAL,4.0
Rick Roberson,POR,3.2
Rick Robey,BOS,13.8
Rick Robey,IND,1.3
Rick Weitzman,BOS,-0.3
Rick Wilson,ATL,0.09999999999999998
Rickey Brown,ATL,1.8
Rickey Brown,GSW,2.9
Rickey Green,BOS,0.5
Rickey Green,DET,-0.1
Rickey Green,GSW,0.3
Rickey Green,IND,0.7
Rickey Green,MIL,1.2
Rickey Green,PHI,3.3
Rickey Green,UTA,41.300000000000004
Rickey Williams,UTA,-0.1
Rickie Winslow,MIL,-0.2
Ricky Berry,SAC,2.4
Ricky Blanton,CHI,0.0
Ricky Davis,BOS,10.8
Ricky Davis,CLE,6.5
Ricky Davis,LAC,-0.30000000000000004
Ricky Davis,MIA,2.1
Ricky Davis,MIN,7.800000000000001
Ricky Grace,ATL,0.0
Ricky Ledo,DAL,-0.2
Ricky Ledo,NYK,-0.4
Ricky Marsh,GSW,0.5
Ricky Pierce,DEN,0.9
Ricky Pierce,DET,-0.1
Ricky Pierce,GSW,1.5
Ricky Pierce,IND,3.1
Ricky Pierce,MIL,41.0
Ricky Rubio,CLE,2.0
Ricky Rubio,MIN,26.4
Ricky Rubio,UTA,9.0
Ricky Sobers,CHI,7.199999999999999
Ricky Sobers,IND,9.1
Ricky Wilson,SAS,0.1
Rik Smits,IND,56.49999999999999
Rob Edwards,OKC,0.0
Rob Kurz,GSW,0.7
Rob Lock,LAC,-0.2
Rob Rose,LAC,0.0
Rob Williams,DEN,2.1
Robbie Hummel,MIN,1.9000000000000001
Robert Archibald,MEM,-0.2
Robert Archibald,ORL,0.0
Robert Archibald,TOR,0.2
Robert Churchwell,GSW,-0.1
Robert Covington,HOU,1.5
Robert Covington,LAC,4.0
Robert Covington,MIN,4.1
Robert Covington,PHI,15.9
Robert Covington,POR,4.800000000000001
Robert Franks,ORL,0.3
Robert Hite,MIA,-0.2
Robert Horry,HOU,18.6
Robert Horry,LAL,30.499999999999996
Robert Horry,SAS,16.799999999999997
Robert Pack,DAL,0.5000000000000001
Robert Pack,DEN,8.1
Robert Pack,MIN,0.1
Robert Pack,POR,1.1
Robert Parish,BOS,122.5
Robert Parish,CHI,0.9
Robert Parish,GSW,20.5
Robert Reid,HOU,40.8
Robert Reid,PHI,-0.2
Robert Reid,POR,0.1
Robert Sacre,LAL,2.4
Robert Smith,CLE,0.0
Robert Smith,DEN,3.7
Robert Smith,MIL,0.6
Robert Smith,SAS,0.0
Robert Smith,UTA,0.1
Robert Swift,OKC,0.7
Robert Traylor,CLE,3.7
Robert Traylor,MIL,3.5
Robert Werdann,DEN,-0.1
Robert Whaley,UTA,0.0
Robert Williams,BOS,22.2
Robert Woodard II,SAC,-0.1
Robin Jones,HOU,0.0
Robin Jones,POR,2.2
Robin Lopez,CHI,8.899999999999999
Robin Lopez,CLE,0.6
Robin Lopez,MIL,1.5
Robin Lopez,NYK,5.8
Robin Lopez,ORL,0.8
Robin Lopez,POR,14.6
Robin Lopez,WAS,3.7
Rod Freeman,PHI,0.0
Rod Higgins,CHI,6.9
Rod Higgins,CLE,1.4
Rod Higgins,GSW,26.9
Rod Higgins,SAC,2.5
Rod Higgins,SAS,0.2
Rod Strickland,HOU,-0.2
Rod Strickland,MIA,4.9
Rod Strickland,MIN,1.7
Rod Strickland,NYK,5.5
Rod Strickland,ORL,1.2
Rod Strickland,POR,32.7
Rod Strickland,SAS,13.4
Rod Strickland,TOR,0.1
Rod Strickland,WAS,17.7
Rod Thorn,DET,4.7
Rodions Kurucs,HOU,-0.3
Rodions Kurucs,MIL,0.1
Rodney Buford,MEM,0.8
Rodney Buford,MIA,0.6
Rodney Buford,PHI,0.8
Rodney Buford,SAC,-0.2
Rodney Carney,GSW,0.3
Rodney Carney,MEM,0.0
Rodney Carney,MIN,1.5
Rodney Carney,PHI,4.4
Rodney Hood,CLE,2.3
Rodney Hood,LAC,0.2
Rodney Hood,MIL,0.5
Rodney Hood,POR,1.7000000000000002
Rodney Hood,TOR,0.1
Rodney Hood,UTA,12.7
Rodney McCray,CHI,0.9
Rodney McCray,DAL,7.8
Rodney McCray,HOU,36.4
Rodney McCray,SAC,10.8
Rodney McGruder,DET,2.4
Rodney McGruder,LAC,1.0
Rodney McGruder,MIA,5.6
Rodney Monroe,ATL,-0.2
Rodney Purvis,ORL,-0.3
Rodney Rogers,BOS,1.7
Rodney Rogers,DEN,5.9
Rodney Rogers,LAC,9.7
Rodney Rogers,PHI,0.9
Rodney Stuckey,DET,22.7
Rodney Stuckey,IND,5.9
Rodney White,DEN,2.1
Rodney White,DET,-0.2
Rodney White,GSW,-0.2
Rodrick Rhodes,DAL,-0.1
Rodrick Rhodes,HOU,-1.0
Rodrigue Beaubois,DAL,4.800000000000001
Roger Brown,CHI,0.1
Roger Brown,DET,0.6000000000000001
Roger Brown,LAL,0.0
Roger Burkman,CHI,0.1
Roger Mason,CHI,-0.1
Roger Mason,MIA,0.3
Roger Mason,NYK,0.2
Roger Mason,SAS,6.6
Roger Mason,TOR,0.2
Roger Mason,WAS,4.2
Roger Phegley,CLE,4.4
Roger Phegley,DAL,-0.2
Roger Phegley,SAS,1.7000000000000002
Roger Powell,UTA,-0.1
Roko Ukić,MIL,0.2
Roko Ukić,TOR,-0.4
Rolando Blackman,DAL,70.5
Rolando Blackman,NYK,5.3
Rolando Ferreira,POR,-0.2
Romeo Langford,BOS,1.5
Romeo Langford,SAS,0.5
Ron Anderson,CLE,0.6
Ron Anderson,IND,6.9
Ron Anderson,PHI,16.299999999999997
Ron Baker,NYK,0.4
Ron Baker,WAS,-0.1
Ron Behagen,ATL,1.2
Ron Behagen,DET,0.0
Ron Behagen,HOU,0.0
Ron Behagen,IND,1.1
Ron Behagen,NYK,0.0
Ron Bonham,BOS,2.0
Ron Boone,LAL,0.2
Ron Boone,UTA,0.6
Ron Brewer,CHI,-0.1
Ron Brewer,CLE,1.7000000000000002
Ron Brewer,GSW,1.5
Ron Brewer,POR,9.8
Ron Brewer,SAS,3.7
Ron Carter,IND,-0.1
Ron Carter,LAL,0.0
Ron Cavenall,NYK,-0.2
Ron Crevier,DET,0.0
Ron Crevier,GSW,0.0
Ron Davis,ATL,-0.4
Ron Filipek,PHI,0.0
Ron Grandison,ATL,0.0
Ron Grandison,BOS,0.6
Ron Grandison,MIA,0.2
Ron Grandison,NYK,0.2
Ron Harper,CHI,22.8
Ron Harper,CLE,18.7
Ron Harper,LAC,18.6
Ron Harper,LAL,5.8
Ron Harper Jr.,TOR,0.2
Ron Horn,LAL,0.0
Ron Johnson,DET,0.0
Ron Johnson,LAL,-0.1
Ron Knight,POR,0.09999999999999998
Ron Lee,ATL,-0.3
Ron Lee,DET,4.0
Ron Mercer,BOS,5.3
Ron Mercer,CHI,0.7
Ron Mercer,DEN,1.2
Ron Mercer,IND,1.3
Ron Mercer,ORL,0.6
Ron Mercer,SAS,0.4
Ron Moore,DET,-0.1
Ron Reed,DET,-1.0
Ron Riley,HOU,2.4
Ron Rowan,POR,0.0
Ron Shavlik,NYK,-0.3
Ron Sobie,NYK,7.199999999999999
Ron Watts,BOS,-0.1
Ron Williams,GSW,7.699999999999999
Ron Williams,LAL,0.1
Ron Williams,MIL,2.6
Ronald Dupree,CHI,0.5
Ronald Dupree,DET,1.0
Ronald Dupree,MIN,0.3
Ronald Dupree,TOR,0.0
Ronald Murray,ATL,3.1
Ronald Murray,CHA,0.9
Ronald Murray,CHI,0.9
Ronald Murray,CLE,1.3
Ronald Murray,DET,1.6
Ronald Murray,IND,0.2
Ronald Murray,MIL,-0.1
Rondae Hollis-Jefferson,POR,0.3
Rondae Hollis-Jefferson,TOR,3.4
Ronnie Brewer,CHI,9.3
Ronnie Brewer,HOU,0.0
Ronnie Brewer,MEM,0.0
Ronnie Brewer,NYK,0.8
Ronnie Brewer,OKC,0.2
Ronnie Brewer,UTA,20.099999999999998
Ronnie Lester,CHI,6.3
Ronnie Lester,LAL,0.0
Ronnie Murphy,POR,-0.2
Ronnie Price,LAL,0.7
Ronnie Price,ORL,-0.1
Ronnie Price,POR,-0.2
Ronnie Price,SAC,0.5
Ronnie Price,UTA,1.4000000000000001
Ronnie Valentine,DEN,-0.3
Ronny Turiaf,GSW,5.0
Ronny Turiaf,LAC,1.1
Ronny Turiaf,LAL,7.700000000000001
Ronny Turiaf,MIA,0.7
Ronny Turiaf,MIN,1.5
Ronny Turiaf,NYK,3.2
Ronny Turiaf,WAS,0.1
Rony Seikaly,GSW,3.0
Rony Seikaly,MIA,25.099999999999998
Rony Seikaly,ORL,9.6
Rory Sparrow,ATL,8.399999999999999
Rory Sparrow,CHI,0.6
Rory Sparrow,LAL,-0.3
Rory Sparrow,MIA,2.3
Rory Sparrow,NYK,14.4
Rory Sparrow,SAC,2.8
Rory White,LAC,4.6
Rory White,MIL,-0.1
Roshown McLeod,ATL,0.3
Roshown McLeod,PHI,0.0
Rowland Garrett,CHI,4.300000000000001
Rowland Garrett,CLE,0.6000000000000001
Rowland Garrett,MIL,0.4
Roy Hamilton,DET,-0.4
Roy Hamilton,POR,0.0
Roy Hibbert,DEN,0.0
Roy Hibbert,IND,31.700000000000003
Roy Hibbert,LAL,2.2
Roy Hinson,CLE,14.9
Roy Hinson,PHI,5.4
Roy Marble,ATL,-0.3
Roy Marble,DEN,-0.2
Roy Rogers,BOS,0.0
Roy Rogers,DEN,0.4
Roy Rogers,TOR,-0.1
Roy Tarpley,DAL,19.8
Royal Ivey,ATL,1.2
Royal Ivey,MIL,0.5
Royal Ivey,OKC,0.4
Royal Ivey,PHI,2.5
Royce O'Neale,UTA,21.099999999999998
Royce White,SAC,0.0
Ruben Boumtje-Boumtje,POR,0.2
Ruben Nembhard,POR,0.0
Ruben Nembhard,UTA,0.2
Ruben Patterson,DEN,1.1
Ruben Patterson,LAC,0.1
Ruben Patterson,LAL,0.2
Ruben Patterson,MIL,5.4
Ruben Patterson,POR,16.200000000000003
Rubén Garcés,GSW,-0.1
Rubén Wolkowyski,BOS,0.0
Rudy Fernández,DEN,1.2
Rudy Fernández,POR,12.899999999999999
Rudy Gay,MEM,29.1
Rudy Gay,SAC,16.2
Rudy Gay,SAS,11.299999999999999
Rudy Gay,TOR,1.9000000000000001
Rudy Gay,UTA,2.4
Rudy Gobert,MIN,7.8
Rudy Gobert,UTA,86.60000000000001
Rudy Hackett,IND,0.0
Rudy LaRusso,LAL,42.6
Rudy Macklin,ATL,3.2
Rudy Macklin,NYK,0.1
Rudy Tomjanovich,HOU,69.5
Rudy White,GSW,0.1
Rudy White,HOU,0.20000000000000004
Rui Hachimura,LAL,1.2
Rui Hachimura,WAS,5.8999999999999995
Rumeal Robinson,ATL,2.3
Rumeal Robinson,LAL,-0.1
Rumeal Robinson,POR,1.6
Russ Lee,MIL,0.5
Russ Schoene,IND,0.4
Russ Schoene,PHI,1.3
Russ Smith,MEM,0.1
Russ Smith,NOP,-0.3
Russell Cross,GSW,0.8
Russell Westbrook,HOU,4.2
Russell Westbrook,LAC,1.2
Russell Westbrook,LAL,2.4
Russell Westbrook,OKC,96.70000000000002
Russell Westbrook,WAS,3.7
Rusty LaRue,CHI,0.3
Rusty LaRue,GSW,-0.1
Rusty LaRue,UTA,0.3
Ryan Anderson,HOU,10.0
Ryan Anderson,MIA,0.0
Ryan Anderson,NOP,9.7
Ryan Anderson,ORL,18.400000000000002
Ryan Arcidiacono,CHI,6.3
Ryan Arcidiacono,NYK,0.1
Ryan Arcidiacono,POR,-0.1
Ryan Bowen,DEN,9.1
Ryan Bowen,HOU,1.3
Ryan Bowen,OKC,0.1
Ryan Broekhoff,DAL,1.2000000000000002
Ryan Gomes,BOS,7.300000000000001
Ryan Gomes,LAC,2.3
Ryan Gomes,MIN,9.7
Ryan Gomes,OKC,0.0
Ryan Hollins,BOS,0.1
Ryan Hollins,CHA,1.9000000000000001
Ryan Hollins,CLE,1.9000000000000001
Ryan Hollins,DAL,0.4
Ryan Hollins,LAC,3.0
Ryan Hollins,MEM,0.9
Ryan Hollins,MIN,1.2
Ryan Hollins,SAC,1.0
Ryan Hollins,WAS,0.0
Ryan Humphrey,MEM,0.1
Ryan Humphrey,ORL,-0.5
Ryan Kelly,ATL,0.1
Ryan Kelly,LAL,3.0
Ryan Lorthridge,GSW,0.4
Ryan Reid,OKC,0.1
Ryan Robertson,SAC,0.0
Ryan Rollins,GSW,-0.3
Ryan Stack,CLE,0.30000000000000004
Saben Lee,DET,2.4
Saben Lee,PHI,0.0
Saddiq Bey,ATL,1.6
Saddiq Bey,DET,9.6
Salah Mejri,DAL,8.100000000000001
Salim Stoudamire,ATL,2.3
Sam Bowie,LAL,1.9000000000000001
Sam Bowie,POR,8.7
Sam Cassell,BOS,0.4
Sam Cassell,DAL,0.5
Sam Cassell,HOU,10.8
Sam Cassell,LAC,11.799999999999999
Sam Cassell,MIL,36.3
Sam Cassell,MIN,15.899999999999999
Sam Dekker,CLE,0.3
Sam Dekker,HOU,3.1
Sam Dekker,LAC,1.2
Sam Dekker,TOR,0.0
Sam Dekker,WAS,0.8
Sam Hauser,BOS,4.0
Sam Jacobson,GSW,0.9
Sam Jacobson,LAL,0.0
Sam Jacobson,MIN,0.2
Sam Jones,BOS,92.39999999999999
Sam Lacey,CLE,-0.1
Sam Mack,GSW,0.0
Sam Mack,HOU,5.1
Sam Mack,MIA,-0.1
Sam Mack,SAS,0.3
Sam Merrill,CLE,0.2
Sam Merrill,MEM,0.0
Sam Merrill,MIL,0.5
Sam Mitchell,IND,8.7
Sam Mitchell,MIN,33.0
Sam Pellom,ATL,4.7
Sam Pellom,MIL,0.0
Sam Perkins,DAL,41.8
Sam Perkins,IND,7.2
Sam Perkins,LAL,19.6
Sam Smith,CHI,0.8
Sam Smith,MIL,0.2
Sam Stith,NYK,-0.1
Sam Vincent,BOS,0.8
Sam Vincent,CHI,4.6
Sam Vincent,ORL,4.4
Sam Williams,GSW,6.4
Sam Williams,MIL,-0.4
Sam Williams,PHI,2.5
Sam Worthen,CHI,0.7
Sam Worthen,UTA,0.0
Sam Young,IND,0.9
Sam Young,MEM,4.3
Sam Young,PHI,0.0
Samaki Walker,DAL,2.5
Samaki Walker,IND,0.0
Samaki Walker,LAL,7.4
Samaki Walker,MIA,0.7
Samaki Walker,SAS,3.9
Samaki Walker,WAS,-0.1
Samardo Samuels,CLE,0.6
Samuel Dalembert,DAL,4.9
Samuel Dalembert,HOU,4.1
Samuel Dalembert,MIL,2.2
Samuel Dalembert,NYK,0.3
Samuel Dalembert,PHI,37.0
Samuel Dalembert,SAC,2.9
Sandro Mamukelashvili,MIL,1.3
Sandro Mamukelashvili,SAS,0.6
Santi Aldama,MEM,4.8999999999999995
Sasha Danilović,DAL,0.8
Sasha Danilović,MIA,3.5
Sasha Kaun,CLE,0.2
Sasha Pavlović,BOS,0.6000000000000001
Sasha Pavlović,CLE,6.3
Sasha Pavlović,DAL,0.2
Sasha Pavlović,MIN,-1.2
Sasha Pavlović,POR,0.1
Sasha Pavlović,UTA,0.9
Sasha Vujačić,LAC,-0.1
Sasha Vujačić,LAL,12.6
Sasha Vujačić,NYK,1.2000000000000002
Scooter McCray,CLE,0.1
Scot Pollard,BOS,0.6
Scot Pollard,CLE,0.2
Scot Pollard,DET,0.9
Scot Pollard,IND,5.4
Scot Pollard,SAC,19.4
Scott Brooks,CLE,1.0
Scott Brooks,DAL,2.9000000000000004
Scott Brooks,HOU,8.399999999999999
Scott Brooks,MIN,4.7
Scott Brooks,NYK,0.7
Scott Brooks,PHI,5.6
Scott Burrell,CHI,3.7
Scott Burrell,GSW,0.2
Scott Haffner,MIA,-0.1
Scott Haskin,IND,0.3
Scott Hastings,ATL,5.6
Scott Hastings,DEN,1.6
Scott Hastings,DET,0.8
Scott Hastings,MIA,1.5
Scott Hastings,NYK,0.1
